,0,1
0,허준축제,"['[]', '[<dd>강서구의 대표축제인 <strong class=""hl"">허준축제</strong>가 20회를 맞았습니다. 강서구는 지난 11일부터 13일까지 허준근린공원 일대에서 \'제20회 <strong class=""hl"">허준축제</strong>\'를 개최했습니다. 이번 축제에서는 동의보감을 바탕으로 한 오페라와 인기가수들의 공연...</dd>]', '[]', '[]', '[<dd>서울 강서구가 오는 11일부터 3일간 개최되는 ‘20회 <strong class=""hl"">허준축제</strong>’ 사진 공모전을 개최한다고 7일 밝혔다. 의성(醫聖) 허준이 나고 자라 주요 저서를 집필했던 한의학적 성지인 강서구에서 준비한 <strong class=""hl"">허준축제</strong>는 ‘허준과...</dd>]', '[]', '[]', '[]', '[]', '[<dd>강서구가 지난 13일 <strong class=""hl"">허준축제</strong>에서 \'제23회 구민상\'을 시상한 뒤 기념촬영 하고 있다. 사진=강서구 제공 \xa0강서구(구청장 노현송)가 지난 13일 <strong class=""hl"">허준축제</strong>에서 \'제23회 강서구민상\'을 시상했다고 15일 밝혔다. 올해 구민상...</dd>]']"
0,유러피언크리스마스마켓,"['[]', '[<dd>서울 \'<strong class=""hl"">유러피언 크리스마스마켓</strong>\' 포스터 같은 주말, 서울에서는 \'제 10회 <strong class=""hl"">유러피언 크리스마스마켓</strong>\'이 개최된다. 서울 성북구(한성대입구역 2번 출구 앞 성북천분수마루)에서 열리는 이번 행사는 크리스마스의 유래지인...</dd>]', '[<dd>지난 \'2017 <strong class=""hl"">유러피언 크리스마스 마켓</strong>\' 모습 [사진_성북구청 제공] 이승로 성북구청장은 ""40여개의 대사관저와 1만 여명의 외국인이 거주하고 있는 글로벌도시 성북에서 개최하는 <strong class=""hl"">유러피언크리스마스마켓</strong>은 세계인이 함께...</dd>]', '[]', '[]', '[]', '[]', '[<dd>크리스마스 전통 음식과 특별한 공연이 함께하는 ‘<strong class=""hl"">유러피언 크리스마스 마켓</strong>’이 열립니다. 이밖에 다가온 겨울을 만끽할 수 있는 전국의 축제와 공연 소식까지 지금 바로 만나보시죠.</dd>]', '[<dd>외국인 주민들에게 한국 문화에 대해서 알리는 사직대제나 서울 아리랑 페스티벌이 있을 뿐만 아니라 한국인 주민과 문화교류도 할 수 있고 고향 냄새가 묻어있는 라틴아메리카 축제나 <strong class=""hl"">유러피언 크리스마스 마켓</strong>까지...</dd>]', '[<dd>서울 성북구는 오는 12월 8~9일 이틀간 성북천 분수 마루에서 ‘2018 <strong class=""hl"">유러피언 크리스마스 마켓</strong>’을 개최한다고 30일 밝혔다. 2010년 첫 개최 이후 아홉 번째를 맞이한 ‘<strong class=""hl"">유러피언 크리스마스 마켓</strong>’은 유럽 정통...</dd>]']"
0,서울디자인페스티벌,"['[]', '[<dd>예술경영지원센터가 ‘아트 굿즈 편의점’을 국내 디자이너들의 세계 진출을 돕는 ‘2019 <strong class=""hl"">서울 디자인페스티벌</strong>’을 통해 선보인다고 28일 밝혔다. 예술경영지원센터는 ‘아트 굿즈 편의점’의 <strong class=""hl"">서울 디자인페스티벌</strong>...</dd>]', '[]', '[<dd>오는 12월 4일부터 8일까지 <strong class=""hl"">서울</strong> 코엑스 <strong class=""hl"">디자인페스티벌</strong>에서 닥터그램의 무니켈, 무압박, 안티알러지의 기술이 접목된 ▲BS-0171 ▲DH-0171 ▲NH-0171 ▲D1-0171 총 4개의 제품과 추가로 개발된 와이어 안경테 도 함께 만날 수...</dd>]', '[<dd>한편, \'제 18회 <strong class=""hl"">서울디자인페스티벌</strong>\'은 내달 4일부터 서울 코엑스 C홀에서 개최될 예정이며, \'디자이너 프로모션\'을 모토로 디자이너, 디자인 브랜드, 기업들과 함께 국내외 디자인 동향을 선보이며 국내 디자인 경쟁력을...</dd>]', '[]', '[]', '[<dd>10년 후 미래 논의 유명 창업가·전문가 참여 글로벌 스타트업 <strong class=""hl"">페스티벌</strong>(K-Startup Week ComeUp 2019)이 28일 <strong class=""hl"">서울</strong> 동대문<strong class=""hl"">디자인</strong>플라자(DDP)에서 열렸다. 컴업(ComeUp) 2019는 국내 스타트업과 글로벌 투자자, 기업간 교류...</dd>]', '[]', '[]']"
0,서울마을미디어축제,"['[]', '[<dd>만든 <strong class=""hl"">미디어</strong> 활동 결과물을 나누는 <strong class=""hl"">축제</strong>다. 대구센터는 올 해 시민을 대상으로 영상제작, 영화상영회... 또 \'2019년 <strong class=""hl"">마을미디어</strong>매니저 양성과정\'을 통해 만들어진 \'2020년 대구 <strong class=""hl"">마을미디어</strong> 활동 우수 기획안\' 시상식도...</dd>]', '[<dd>동화<strong class=""hl"">축제</strong>’가 내년 4월 30일까지 열린다. 이 기간 43만 ㎡ 곳곳이 LED 등으로 꾸며진다. 베네치아 풍 <strong class=""hl"">마을</strong> 등... ‘트리 <strong class=""hl"">축제</strong>’도 내년 1월 5일까지 계속된다. 12월 2일 <strong class=""hl"">서울</strong> 명동에는 정글짐 모양의 ‘<strong class=""hl"">미디어</strong>아트 트리’가...</dd>]', '[<dd>이에 매경<strong class=""hl"">미디어</strong>그룹에서는 최근 노인복지의 선진 사례로 꼽히는 네덜란드 요양현장 시찰단을 모집해... 함께 <strong class=""hl"">축제</strong>의 장을 만들어가는 프로그램들 또한 인상적이었다. 호그벡 <strong class=""hl"">마을</strong>에선 치매환자들도 직접 물건을 고르고...</dd>]', '[<dd><strong class=""hl"">서울</strong> 영등포구는 19일(토) 오전 11시부터 오후 4시까지 선유도역부터 선유도공원까지 300m 구간 거리에서 <strong class=""hl"">마을</strong><strong class=""hl"">축제</strong>\'시월의 선유\'를 개최한다. 2016년\'오월의 선유\'를 시작으로 4년째 열리는 이번 행사는 주민들로 구성된...</dd>]', '[]', '[]', '[]', '[<dd>4일간 <strong class=""hl"">서울</strong>남산한옥<strong class=""hl"">마을</strong>에서 다시 열린다. <strong class=""hl"">축제</strong>에 참여예정이었던 ‘철판요리집 효’도 다시 개최되는... MBN에서 주최하며 건강의료전문<strong class=""hl"">미디어</strong> 매경헬스가 주관하는 ‘제 4회 남산 한국의 맛 <strong class=""hl"">축제</strong>’는 오는 10월 31일(목)...</dd>]', '[<dd>맛 <strong class=""hl"">축제</strong>’가 컴백해 이번 주 10월 31일부터 4일간 <strong class=""hl"">서울</strong>남산한옥<strong class=""hl"">마을</strong>에서 열린다. 부대행사인 \'K-FOOD 도전... MBN이 주최하고 건강의료전문<strong class=""hl"">미디어</strong> 매경헬스가 주관하는 ‘제 4회 남산 한국의 맛 <strong class=""hl"">축제</strong>’에서는 ‘한국의...</dd>]']"
0,서울와우북페스티벌,"['[]', '[<dd>(사)와우책문화예술센터(대표: 이채관)는 2019년 10월 3일(목)부터 6일(일)까지 4일 간 홍대주차장거리 및 주변 공간에서 제15회 <strong class=""hl"">서울와우북페스티벌</strong>을 진행한다. 제15회 <strong class=""hl"">서울와우북페스티벌</strong>의 주제는 \'깊게, 느리게, 풍부하게...</dd>]', '[<dd>와우책문화예술센터는 오는 10월 3일부터 6일까지 홍대주차장거리 및 주변 공간에서 제15회 <strong class=""hl"">서울와우북페스티벌</strong>을 진행한다. ‘깊게, 느리게, 풍부하게’ 주제의 제15회 <strong class=""hl"">서울와우북페스티벌</strong>은 동시대 독자들의 관심사 및...</dd>]', '[<dd>이로운넷=박재하 사진 기자 \'2019 제15회 <strong class=""hl"">서울와우북페스티벌</strong>\'이 10월 3일 강연 프로그램을 시작으로 화려한 막이 올랐다. 4일부터는 홍대주차장거리를 중심으로 거리 도서전과 야외행사 프로그램이 시작되며, \'깊게...</dd>]', '[<dd>뉴스토마토 = 권익도 기자 | \xa015회를 맞은 \'<strong class=""hl"">서울와우북페스티벌</strong>\'이 오는 6일까지 홍대에서 진행된다. 올해는 \'깊게, 느리게, 풍부하게\'를 주제로 동시대 독자들의 관심사, 시대적 담론을 다각도에서 깊이 있게 조명한다....</dd>]', '[<dd>강연과 포럼 등을 통해 책과 동시대에 대해 생각해볼 수 있는 ‘제15회 <strong class=""hl"">서울와우북페스티벌</strong>’이 10월 3일부터 6일까지 홍대주차장거리와 주변 공간에서 열린다. 올해는 ‘깊게, 느리게, 풍부하게’를 주제로 동시대...</dd>]', '[<dd>\'<strong class=""hl"">서울와우북페스티벌</strong>\' 책을 좋아하는 사람이라면 10월 홍대거리에서 열리는 \'<strong class=""hl"">서울와우북페스티벌</strong>(이하 와우북페스티벌)\'을 모를 리 없다. 사회적기업 (사)와우책문화예술센터가 국내 첫 책축제를 표방하며 2005년부터...</dd>]', '[<dd>와우책문화예술센터(대표 이채관)는 다음달 3일부터 6일까지 나흘간 서울 마포구 홍익대 앞 주차장거리 및 주변공간에서 제15회 <strong class=""hl"">서울와우북페스티벌</strong>을 개최한다고 25일 밝혔다. 이번 페스티벌의 주제는 \'깊게, 느리게...</dd>]', '[]', '[<dd>소득공제가 가능한 서점, 북페스티벌에 대해 소개한다. 소개한 북페스티벌은 ▲대한민국독서대전 ▲문학주간 ▲<strong class=""hl"">서울와우북페스티벌</strong> ▲파주북소리 등이다. 문화비 소득공제는 서점 외 박물관, 미술관, 공연장 등도 가능하다.</dd>]']"
0,서울드럼페스티벌,"['[]', '[<dd>기존 \'<strong class=""hl"">서울드럼페스티벌</strong>\'(5월·봄)과 \'인디음악축제\'(9~10월·가을)와 함께 여름에는 \'서울국악축제\'(6월)와 \'한강썸머 뮤직페스티벌\'(8월), 가을엔 \'서울뮤직페스티벌\'(9~10월), 겨울엔 \'서울클래식음악축제\'(11~12월)가...</dd>]', '[]', '[]', '[]', '[]', '[<dd>기존 \'<strong class=""hl"">서울드럼페스티벌</strong>\'(5월, 봄)과 \'인디음악축제\'(9~10월, 가을)와 함께 여름에는 \'서울국악축제\'(6월)와 \'한강썸머 뮤직페스티벌\'(8월), 가을엔 \'서울뮤직페스티벌\'(9~10월), 겨울엔 \'서울클래식음악축제\'(11월~12월)가...</dd>]', '[]', '[]', '[]']"
0,남산골한옥마을세시맞이-추억의명절<오(五)대감한가위잔치>,"['[]', '[<dd><strong class=""hl"">남산골한옥마을</strong> <strong class=""hl"">오(五)대감 한가위잔치</strong> ""<strong class=""hl"">한가위</strong> 세시풍속 즐기세요"" <strong class=""hl"">한가위</strong>를 맞아 <strong class=""hl"">남산골한옥마을</strong>에서 <strong class=""hl"">세시맞이</strong> 행사로 \'<strong class=""hl"">추억의 명절</strong> <strong class=""hl"">오(五)대감 한가위잔치</strong>\'가 진행된다. 우리네 <strong class=""hl"">한가위</strong>에 치르던 민속놀이와...</dd>]', '[<dd>서울시 <strong class=""hl"">남산골한옥마을</strong>에서는 27∼28일 <strong class=""hl"">세시맞이</strong> ‘<strong class=""hl"">추억의 명절</strong>, <strong class=""hl"">오(五)대감 한가위 잔치</strong>’가 열린다. <strong class=""hl"">남산골 한옥</strong> 다섯 채의 양반 댁에서 열리는 <strong class=""hl"">한가위 잔치</strong>를 주제로, 추석에 행해졌던 세세풍속 체험과 민속놀이...</dd>]', '[<dd><strong class=""hl"">추억</strong>을 만들 수 있는 즐거운 시간이 될 것이다. 공연일시: 9월 8일 오후 8:00~ 9:30 공연장소: 국립국악원 관람연령: 취학아동 관람가능 관람시간: 90분 가 격: 무료 ◇<strong class=""hl"">남산골 한옥마을 세시맞이</strong> &lt;<strong class=""hl"">오(五)대감 한가위 잔치</strong>...</dd>]', '[<dd>자료=서울시 제공 서울시는 오는 27일부터 28일까지 <strong class=""hl"">남산골한옥마을</strong>에서 <strong class=""hl"">세시맞이</strong> \'<strong class=""hl"">추억의 명절</strong>, <strong class=""hl"">오(五)대감 한가위 잔치</strong>\'가 열린다고 21일 밝혔다. \'<strong class=""hl"">추억의 명절</strong>, <strong class=""hl"">오(五)대감 한가위 잔치</strong>\'는 <strong class=""hl"">남산골한옥마을</strong> <strong class=""hl"">한옥</strong> 다섯(<strong class=""hl"">五)</strong>...</dd>]', '[<dd>[일요신문] 오는 27일부터 28일까지 이틀간, <strong class=""hl"">남산골한옥마을</strong>에서 <strong class=""hl"">세시맞이</strong> &lt;<strong class=""hl"">추억의 명절</strong>, <strong class=""hl"">오(五)대감 한가위 잔치&gt;</strong>가 열린다. <strong class=""hl"">남산골한옥마을</strong> <strong class=""hl"">한옥</strong> 다섯(五)채의 양반 댁에서 열리는 <strong class=""hl"">한가위 잔치</strong>를 주제로, 추석에 행해졌던...</dd>]', '[<dd>서울시는 오는 27일부터 28일까지 <strong class=""hl"">남산골한옥마을</strong>에서 <strong class=""hl"">세시맞이</strong> \'<strong class=""hl"">추억의 명절</strong>, <strong class=""hl"">오(五)대감 한가위 잔치</strong>\'를 개최한다고 21일 밝혔다. \'<strong class=""hl"">추억의 명절</strong>, <strong class=""hl"">오(五)대감 한가위 잔치</strong>\'는 <strong class=""hl"">남산골한옥마을</strong> <strong class=""hl"">한옥</strong> 다섯(五)채의 양반...</dd>]', '[<dd>27일부터 이틀간 서울 <strong class=""hl"">남산골한옥마을</strong>에서 <strong class=""hl"">세시맞이</strong> \'<strong class=""hl"">추억의 명절</strong>, <strong class=""hl"">오(五)대감 한가위 잔치</strong>\'가 열린다. 서울시는 \'<strong class=""hl"">추억의 명절</strong>\'이란 부제에 맞게 이색적인 체험 프로그램을 다양하게 준비했다고 21일 소개했다....</dd>]', '[]', '[]']"
0,실버문화페스티벌,"['[]', '[<dd>동구 \'제5회 <strong class=""hl"">실버문화 페스티벌</strong>\' 광주광역시 동구가 최근 \'제5회 <strong class=""hl"">실버문화 페스티벌</strong>\'을 개최했다고 26일 밝혔다. 동구노인종합복지관 주관으로 개최된 이번 행사는 취미·여가프로그램으로 활발한 활동을 하고 있는...</dd>]', '[<dd>광주시 동구(청장 임택)가 20일 어르신 실버동아리가 참여한 가운데 \'제5회 <strong class=""hl"">실버문화 페스티벌</strong>\'을 개최했다고 밝혔다. 동구노인종합복지관 주관으로 개최된 이번 행사는 취미·여가프로그램으로 활발한 활동을 하고...</dd>]', '[]', '[]', '[]', '[]', '[<dd>2019년 제5회 동구<strong class=""hl"">실버문화 페스티벌</strong>/ⓒ광주 동구청 광주 동구(청장 임택)가 20일 어르신 실버동아리가 참여한 가운데 \'제5회 <strong class=""hl"">실버문화 페스티벌</strong>\'을 개최했다고 밝혔다. 동구노인종합복지관 주관으로 개최된 이번 행사는...</dd>]', '[]', '[]']"
0,북팔코믹스페스티벌:쁘띠북코페달빛과자전,"['[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]']"
0,압구정로데오힐링페스티벌,"['[]', '[<dd>사진=현대백화점 제공 현대백화점은 전국 15개 백화점과 6개 아울렛에서 \'추석 연휴 <strong class=""hl"">힐링 페스티벌</strong>\'을... <strong class=""hl"">압구정로데오</strong>역 인근에 위치한 갤러리아 명품관에서는 웰니스(Wellness) 트렌드에 맞춰 이탈리아 하이엔트...</dd>]', '[<dd>경희MICE창조아카데미(이하 아카데미)에 지원하게 된 계기가 궁금합니다.축제 기획에 관심이 많은 저는 \'<strong class=""hl"">압구정로데오 힐링페스티벌</strong>\', \'2017 정동야행\', \'2017 물순환 시민 문화제\' 등 다양한 행사에서 주최 및 기획단으로...</dd>]', '[<dd>16일 <strong class=""hl"">압구정로데오</strong>에서 강남구 정순균 구청장 및 구민들, 사랑의 쌀나눔운동본부와 함께 김장 2000포기를 담가 한솥도시락을 통해 지역 저소득층에 기부, 했으며 한국폭력학대예방협회(KAVA)의 청소년 <strong class=""hl"">힐링</strong>콘서트...</dd>]', '[<dd>10월 1일부터 3일까지 <strong class=""hl"">압구정 로데오</strong>거리 일대에서는 \'강남 패션<strong class=""hl"">페스티벌</strong>\'이 열린다. 올해로 10년의... 민속<strong class=""hl"">힐링</strong>캠프, 황토마을 등이 있다. 횡성한우축제 2016, 대한민국을 대표하는 전국 최고의 한우축제 행사기간...</dd>]', '[<dd>■ <strong class=""hl"">압구정로데오 힐링페스티벌</strong> 2016 서울특별시 강남구 (압구정 로데오거리) / 2016.05.06 ~ 2016.05.07 <strong class=""hl"">압구정로데오 힐링페스티벌</strong>은 [패션페스티벌] [거리예술공연] [놀이체험부스] 등 다채로운 즐길 거리와 함께 경품...</dd>]', '[<dd>11일 서울 강남구 신사동 로데오거리 일대에서 열린 \'2015 <strong class=""hl"">압구정 로데오 힐링 페스티벌</strong>\'에서 거리공연이 펼쳐지고 있다. 2015.12.11 ryousanta@yna.co.kr &lt;저작권자(c) 연합뉴스, 무단 전재-재배포 금지&gt;</dd>]', '[]', '[]', '[<dd>■<strong class=""hl"">압구정 로데오 힐링 페스티벌</strong> 서울특별시 강남구 압구정로 / 2015.12.11 ~ 2015.12.12 강남구청이 후원하는 12월 축제, 2015 <strong class=""hl"">압구정 로데오</strong> \'<strong class=""hl"">힐링페스티벌</strong>\'이 오는 12월 11일(금), 12일(토) 양일 간 압구정 로데오거리에서...</dd>]']"
0,Thebrilliantcountdown2016(영동대로카운트다운),"['[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]']"
0,서울코믹월드,"['[]', '[<dd>10일 서울 서초구 양재동 aT센터에서 열린 제166회 <strong class=""hl"">서울 코믹월드</strong>에서 코스프레 참가자들이 포즈를 취하고 있다. 2019.11.10/뉴스1</dd>]', '[]', '[]', '[]', '[]', '[<dd>‘서머너즈 워’ 뉴욕 <strong class=""hl"">코믹</strong>콘 전시 현장[스포츠<strong class=""hl"">서울</strong> 김진욱기자] 모바일 게임 기업 컴투스(대표 송병준)는... 함께 하는 글로벌 e스포츠 ‘서머너즈 워 <strong class=""hl"">월드</strong> 아레나 챔피언십(SWC)’으로 브랜드 가치를 키워가고 있다.</dd>]', '[<dd>이투데이=김다애 | 만화를 사랑하는 이들의 축제 \'<strong class=""hl"">서울 코믹월드</strong>\'가 양재 aT센터에서 열립니다. 코스프레 콘테스트와 만화노래자랑, 동아리 전시교류전 등 만화를 사랑하는 이들에게 볼거리가 가득한 축제가...</dd>]', '[<dd>글로벌 멀티플랫폼 게임 기업 카카오게임즈(각자 대표 남궁 훈, 조 계현)가 오는 20일(토)과 21일(일) 양일간 학여울역 세텍(SETEC)에서 열리는 ‘164회 <strong class=""hl"">서울 코믹월드</strong>’에서 인기 모바일 애니메이션 RPG ‘프린세스 커넥트!...</dd>]', '[]']"
0,독도둘레길체험여의도걷기대회,"['[]', '[<dd>실기<strong class=""hl"">대회</strong>, 거리극 ‘선녀와 나무꾼’ 공연, 승마<strong class=""hl"">체험</strong>, 물고기 잡기 <strong class=""hl"">체험</strong>, 깡통 열차 운행을 통해 가족 단위 관광객을 끌어모을 예정이다. ◆추석맞이 경북 특별 프로그램 ▷한가위 스페셜! 보문호반 달빛<strong class=""hl"">걷기</strong>(10월...</dd>]', '[<dd>광장, <strong class=""hl"">독도 둘레길 체험 여의도 걷기대회</strong> ▲오전 11시/오후 2시/오후 3시 <strong class=""hl"">독도</strong>칙령기념사업국민연합/<strong class=""hl"">독도</strong>NGO포럼/<strong class=""hl"">독도</strong>살리기운동본부, 탑골공원/덕수궁 내/광화문광장, 제115주년 <strong class=""hl"">독도</strong>의날 기념식 ▲오후 1시/오후 4시...</dd>]', '[<dd>11시 <strong class=""hl"">여의도</strong> 물빛무대 광장에서 ‘제1회 <strong class=""hl"">독도</strong><strong class=""hl"">체험</strong> 국민 <strong class=""hl"">걷기대회</strong>’를 성황리에 개최했다. 이번 <strong class=""hl"">걷기대회</strong>에는... <strong class=""hl"">독도</strong>의 소중함을 널리 알리기 위해 마련됐다. 특히 5.4km(동도 2.8km+서도2.6km)의 둘레를 걷는 <strong class=""hl"">독도 둘레길</strong>...</dd>]', '[]', '[]', '[]', '[<dd>제천 세명고, 동아리 활동 통해 \'<strong class=""hl"">독도</strong>지킴이\'로 우뚝 지난해 10월 서울에서 열린 제1회 <strong class=""hl"">독도둘레길 체험 여의도 걷기대회</strong>에 충북 제천 세명고등학교 <strong class=""hl"">독도</strong>사랑부ㆍ역사캠핑부 학생들이 참여해 기념촬영하고 있다....</dd>]', '[<dd>[대전 중도일보] (재)<strong class=""hl"">독도</strong>의용수비대기념사업회(회장 이병석 국회의원)는 오는 10월 25일 오전 11시부터 <strong class=""hl"">여의도</strong> 물빛무대 및 너른들판 광장 일원에서 제1회 <strong class=""hl"">독도 둘레길 체험 여의도 걷기대회</strong>를 개최한다. 이번...</dd>]', '[<dd>서울 <strong class=""hl"">여의도</strong> 물빛무대 광장에서 ‘제1회 <strong class=""hl"">독도</strong><strong class=""hl"">체험</strong> 국민 <strong class=""hl"">걷기 대회</strong>’를 개최했다. 이날 행사는 <strong class=""hl"">독도</strong>칙령... 4km를 걸으며 <strong class=""hl"">독도</strong>를 가상<strong class=""hl"">체험</strong> 할 수 있도록 했다. <strong class=""hl"">독도 둘레길</strong> 가상<strong class=""hl"">체험</strong> 코스는 <strong class=""hl"">독도</strong>의 동도 선착장을 시작으로...</dd>]']"
0,한글문화장터,"['[]', '[<dd>여주시 관계자는 “토요<strong class=""hl"">장터</strong> 활성화로 지역상권 활성화와 토요<strong class=""hl"">장터</strong>가 하나의 <strong class=""hl"">한글</strong>시장 <strong class=""hl"">문화</strong>가 될 수 있도록 노력하고 있다“며 ”여주의 대표시장으로서 각종 홍보 및 콘덴츠 개발도 지속적으로 추진해 나갈 것” 이라고...</dd>]', '[]', '[<dd>나라<strong class=""hl"">장터</strong> 입찰 공고 조달청은 물품구입 소액수의 견적제출 안내공고(파크골프장 조성공사 관급... ▲ 입찰명 : ""신규경기<strong class=""hl"">문화</strong>창조허브 공간조성 리모델링 공사(통신)"", 계약방법 : 수의(소액)-견적입찰(2인 이상...</dd>]', '[<dd>홍보 ▲<strong class=""hl"">한글</strong>시장 기자단 운영 등이다. 또 시장자생력 강화 차원에서 토요<strong class=""hl"">장터</strong> 및 야시장 운영, 지역커뮤니티 지원, 상인동아리가 운영되며 한·러 청소년 <strong class=""hl"">문화</strong>교류, 버스킹, 거리뮤지컬 등 다양한 <strong class=""hl"">문화</strong> 이벤트 및...</dd>]', '[]', '[]', '[<dd>대회, <strong class=""hl"">문화</strong>재 그림 그리기 대회) ▲공연(3종 : 학생 가을 음악제, 배꼬미 취타대 공연, 뮤지컬 공연 \'세종 이도의 꿈\') ▲시연(예림회 \'들차회\') ▲이벤트(<strong class=""hl"">한글</strong>날 OX퀴즈 대회) ▲전시(4종 : 사군자 작품, 어린이 서예, <strong class=""hl"">한글</strong>...</dd>]', '[<dd>영해<strong class=""hl"">장터</strong>거리 근대역사<strong class=""hl"">문화</strong>공간\' \'익산 솜리 근대역사<strong class=""hl"">문화</strong>공간\'을 <strong class=""hl"">문화</strong>재로 등록한다고 4일 밝혔다. 또한... \'송기주 네벌식 타자기\'는 네벌식 세로모아쓰기 방식이라는 특징을 가지고 있으며, 현재까지 발견된 <strong class=""hl"">한글</strong>...</dd>]', '[]']"
0,대한민국커피축제,"['[]', '[<dd>강릉<strong class=""hl"">커피축제</strong>와 횡성한우<strong class=""hl"">축제</strong>가 각각 2, 3위로 뒤를 이었다. 연구소측은 지난 9월28일부터 10월29일까지... 이와 함께 11월 <strong class=""hl"">대한민국</strong> 도시 브랜드평판 빅데이터 분석결과 수원시가 7위를 차지했다. 서울·부산·세종...</dd>]', '[<dd>처음부터 공장을 짓기에는 위험 부담이 있으니 조금씩 생산하면서 강릉<strong class=""hl"">커피축제</strong> 때 판매하면서 반응을... ◇ 최진성&gt; 이번에 <strong class=""hl"">커피</strong>잼이 2019년 <strong class=""hl"">대한민국</strong> 관광기념품 공모전에서 문화체육관광부 장관상인 은상을...</dd>]', '[<dd>아세안에 대한 <strong class=""hl"">대한민국</strong>의 관심은 곧 다양한 아세안 문화에 대한 관심으로 이어지고 있는데요. 이를 위한 다양한 문화 행사가 성행하고 있습니다. (1) 서울 청계광장서 펼쳐진 ‘인도네시아 <strong class=""hl"">축제</strong>’ (2) 아세안 대표작가...</dd>]', '[<dd>이번 <strong class=""hl"">축제</strong>는 체험부스에도 사람들이 몰리면서 대기번호가 이어졌고 인근 음식업소와 <strong class=""hl"">커피</strong>숍에는 예약이... 또한, 29일 오후 2시에는 국화<strong class=""hl"">축제</strong> 개장식과 함께 <strong class=""hl"">대한민국</strong>에서 최초로 건립된 한국트로트가요센터 개관식이...</dd>]', '[]', '[]', '[]', '[]', '[<dd>이번 <strong class=""hl"">축제</strong>는 체험부스에도 사람들이 몰리면서 대기번호가 이어졌고 인근 음식업소와 <strong class=""hl"">커피</strong>숍에는 예약이... 또한, 29일 오후 2시에는 국화<strong class=""hl"">축제</strong> 개장식과 함께 <strong class=""hl"">대한민국</strong>에서 최초로 건립된 한국트로트가요센터 개관식이...</dd>]']"
0,정동야행,"['[]', '[<dd>정 교수는 ‘<strong class=""hl"">정동야행</strong>’ 등 2016년부터 시작된 문화재를 활용한 야간 프로그램과 야간 축제인 진주남강유등축제 등에 대해서도 자세하게 소개했다. 앞서 기조발표에 나선 다이 중국관광연구원장은 “야간경제를...</dd>]', '[<dd>동화약품은 10월 25일과 26일 양일간 서울 중구의 정동 일대에서 열리는 \'2019 <strong class=""hl"">정동야행</strong>(貞洞夜行)\'에 참여한다고 밝혔다. 이번 축제에서는 \'시간여행\'을 주제로 정동의 근대 역사와 문화를 조명한다. 이에 동화약품은 중구...</dd>]', '[]', '[]', '[]', '[]', '[<dd>서울특별시는 25일 오후 서울 중구 정동일대에서 \'2019 <strong class=""hl"">정동야행</strong>\'을 성황리에 개막하였다. 26일까지 이어지는 이번 \'<strong class=""hl"">정동야행</strong>\'은\xa0 \'1897 정동의 시간을 여행하다\'를 테마로 하여 근대 개화기를 재 조명하는 프로그램으로...</dd>]', '[]', '[]']"
0,정동문화축제,"['[]', '[<dd>17일 서울 중구 <strong class=""hl"">정동</strong>길에서 시민들이 경향신문 주최로 열린 ‘제 21회 <strong class=""hl"">정동 문화축제</strong>’에서 진행된 <strong class=""hl"">문화</strong>공연을 관람하고 있다. 19일까지 <strong class=""hl"">정동</strong>길에서 열리는 이번 <strong class=""hl"">축제</strong>에는 각종 공연과 <strong class=""hl"">정동</strong>길 사진전, 노천카페...</dd>]', '[]', '[]', '[]', '[]', '[<dd>한국 근현대사의 산실인 서울 중구 <strong class=""hl"">정동</strong>길에서 다양한 행사를 즐길 수 있는 ‘<strong class=""hl"">정동문화축제</strong>’가 17일 열렸다. 경향신문이 주최하고 서울시 등이 후원하는 <strong class=""hl"">정동문화축제</strong>는 올해로 21회째를 맞았다. ‘보담(步談), <strong class=""hl"">정동</strong>을...</dd>]', '[<dd>경향신문 주최로 개최되는 제21회 <strong class=""hl"">정동문화축제</strong>(10.17.~19.)는 덕수궁 돌담길부터 경향신문사에 이르는 <strong class=""hl"">정동</strong>길 전역에서 펼쳐진다. 콘서트, 아트마켓 등이 다양하게 열린다. 서울시는 앞으로도 <strong class=""hl"">정동</strong> 일대 기업, 학교, 주민...</dd>]', '[<dd>17일 경향신문이 주최하는 제21회 <strong class=""hl"">정동문화축제</strong> 공연이 열려 시민들이 관람하고 있다. 19일까지 열리는 이번 <strong class=""hl"">축제</strong>에서는 공연, 사진전, 시사만화 전시, 캐리커처 그려주기 행사, 아트마켓 등이 열린다.</dd>]', '[<dd>ㆍ풍납토성·선사<strong class=""hl"">문화</strong>·<strong class=""hl"">정동문화축제</strong> 등 역사·<strong class=""hl"">문화</strong>·체험 ‘즐길거리 풍성’ 가을이 무르익는 10월을 맞아 서울 곳곳에서 다양한 <strong class=""hl"">축제</strong>가 펼쳐진다. 역사·<strong class=""hl"">문화</strong> 체험을 비롯해 이색 볼거리와 즐길거리가 시민들을...</dd>]']"
0,북팔코믹스페스티벌:할로북코페,"['[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]']"
