address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 마포구 성산동 529-16,FD6,음식점,음식점 > 샤브샤브 > 채선당,230,267259,,채선당 행복가마솥밥 홈플러스 월드컵점,http://place.map.kakao.com/267259,,126.897376755308,37.5669419075574
서울 종로구 명륜2가 187,FD6,음식점,음식점 > 샤브샤브,353,2878433,02-765-1592,훠궈나라 대학로본점,http://place.map.kakao.com/2878433,서울 종로구 창경궁로 242,126.999184852321,37.5829341126665
서울 노원구 상계2동 176-21,FD6,음식점,"음식점 > 한식 > 해물,생선 > 게,대게",135,7815463,02-932-9966,대게나라,http://place.map.kakao.com/7815463,서울 노원구 상계로 122,127.068445891546,37.657789940773
서울 영등포구 여의도동 41-1,FD6,음식점,음식점 > 중식 > 중화요리,392,7816231,02-782-5158,대교반점,http://place.map.kakao.com/7816231,서울 영등포구 국제금융로7길 22,126.933016627962,37.5232222011313
서울 종로구 관수동 163,FD6,음식점,음식점 > 한식 > 국수,458,7818113,02-2265-5349,대련집,http://place.map.kakao.com/7818113,서울 종로구 종로16길 37,126.988925202169,37.5683951479388
서울 마포구 망원동 472-10,FD6,음식점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",306,7849196,02-322-0023,뚜레쥬르 마포구청역점,http://place.map.kakao.com/7849196,서울 마포구 월드컵로 163,126.904346401078,37.5621292339454
서울 노원구 중계동 506,FD6,음식점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",240,7849743,02-949-8887,뚜레쥬르 중계브라운점,http://place.map.kakao.com/7849743,서울 노원구 동일로203가길 29,127.06432684171038,37.639908192758675
서울 은평구 역촌동 54-8,FD6,음식점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",77,7850682,02-358-0455,뚜레쥬르 역촌2동점,http://place.map.kakao.com/7850682,서울 은평구 갈현로 81,126.910365677419,37.6054140581721
서울 종로구 동숭동 1-141,FD6,음식점,음식점 > 양식 > 피자,395,7852526,02-747-4444,디마떼오 대학로점,http://place.map.kakao.com/7852526,서울 종로구 동숭길 29,127.00393066977,37.5800148305714
서울 노원구 중계동 509-2,FD6,음식점,음식점 > 패스트푸드 > 롯데리아,187,7854610,02-3296-0168,롯데리아 홈플러스중계점,http://place.map.kakao.com/7854610,서울 노원구 동일로204가길 12,127.068465665894,37.6398279283978
서울 성동구 도선동 286,FD6,음식점,음식점 > 뷔페,475,7855226,02-2299-3690,베아르시,http://place.map.kakao.com/7855226,서울 성동구 왕십리로 342,127.032221625042,37.5634213762959
서울 동작구 노량진동 45-5,FD6,음식점,음식점 > 패스트푸드 > 롯데리아,271,7857083,02-821-0308,롯데리아 노량진점,http://place.map.kakao.com/7857083,서울 동작구 장승배기로 171,126.940029468812,37.5130230096634
서울 마포구 용강동 494-32,FD6,음식점,"음식점 > 한식 > 육류,고기",476,7859798,02-704-0223,램랜드,http://place.map.kakao.com/7859798,서울 마포구 토정로 255,126.938914314199,37.5434186307833
서울 종로구 동숭동 1-88,FD6,음식점,음식점 > 중식 > 중화요리,352,7860491,02-747-0957,만리성,http://place.map.kakao.com/7860491,서울 종로구 대학로12길 61,127.0040031993815,37.581413170478854
서울 동작구 노량진동 100-1,FD6,음식점,음식점 > 패스트푸드 > 맥도날드,471,7861686,070-7017-0307,맥도날드 노량진점,http://place.map.kakao.com/7861686,서울 동작구 노량진로 158,126.943558104375,37.5135184986792
서울 강북구 번동 418-18,FD6,음식점,음식점 > 패스트푸드 > 맥도날드,473,7862195,070-7017-0336,맥도날드 수유점,http://place.map.kakao.com/7862195,서울 강북구 도봉로 342,127.025954373012,37.6378916039928
서울 종로구 재동 11,FD6,음식점,"음식점 > 한식 > 해물,생선",365,7863703,02-741-2109,마산해물아구찜,http://place.map.kakao.com/7863703,서울 종로구 북촌로5길 6,126.984621600527,37.5794336542188
서울 마포구 용강동 50-16,FD6,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창",94,7864537,02-715-1255,마포나룻터,http://place.map.kakao.com/7864537,서울 마포구 마포대로1길 16,126.943094792268,37.5397482447721
서울 중랑구 망우동 517-47,FD6,음식점,"음식점 > 한식 > 해물,생선",93,7865870,02-435-6659,연평도기와집,http://place.map.kakao.com/7865870,서울 중랑구 상봉로 90,127.093452238501,37.5938784174
서울 종로구 명륜1가 31-23,FD6,음식점,음식점 > 한식 > 국수,476,7870740,02-742-8662,명륜손칼국수,http://place.map.kakao.com/7870740,서울 종로구 혜화로 45-5,126.998876810066,37.5894284672688
서울 마포구 도화동 201-39,FD6,음식점,음식점 > 한식 > 한정식,441,7873176,02-711-5959,마포나루 도화본점,http://place.map.kakao.com/7873176,서울 마포구 삼개로 11,126.947738694888,37.5394008032831
서울 중구 신당동 292-141,FD6,음식점,음식점 > 분식 > 떡볶이,205,7873603,02-2232-4425,미니네,http://place.map.kakao.com/7873603,서울 중구 다산로 219-1,127.015103348192,37.5628553773955
서울 성북구 종암동 3-602,FD6,음식점,음식점 > 한식,393,7876697,02-941-9787,명동빈대떡,http://place.map.kakao.com/7876697,서울 성북구 종암로 126,127.033610482158,37.601356418692
서울 종로구 서린동 129-1,FD6,음식점,"음식점 > 한식 > 해물,생선",450,7885256,02-723-1741,유림낙지,http://place.map.kakao.com/7885256,서울 종로구 종로 24-8,126.979697411357,37.5695075521838
서울 서대문구 창천동 31-8,FD6,음식점,음식점 > 중식 > 중화요리,282,7892863,02-364-1522,복성각,http://place.map.kakao.com/7892863,서울 서대문구 명물1길 24,126.937358235632,37.5585257532228
서울 종로구 수송동 110,FD6,음식점,음식점 > 중식 > 중화요리,425,7896379,02-313-5292,베이징코야,http://place.map.kakao.com/7896379,서울 종로구 율곡로2길 29-1,126.980493026914,37.5743946837858
서울 도봉구 쌍문동 19-15,FD6,음식점,음식점 > 한식 > 죽 > 본죽,285,7907450,02-908-6282,본죽 쌍문점,http://place.map.kakao.com/7907450,서울 도봉구 도당로 14,127.0351643466841,37.65942812611097
서울 노원구 중계동 154-17,FD6,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",34,7908636,02-934-5557,봉심이족발,http://place.map.kakao.com/7908636,서울 노원구 덕릉로83길 20-5,127.074282545613,37.6603019503651
서울 성북구 성북동 113-6,FD6,음식점,음식점 > 양식 > 이탈리안,420,7920365,02-747-1405,두에꼬제 성북점,http://place.map.kakao.com/7920365,서울 성북구 성북로19길 9,126.99671633838,37.5926756028165
서울 성동구 행당동 168-1,FD6,음식점,음식점 > 패밀리레스토랑 > 빕스,432,7920884,02-2200-1397,빕스 왕십리역점,http://place.map.kakao.com/7920884,서울 성동구 왕십리광장로 17,127.038354971022,37.5608787327699
서울 종로구 청진동 146,FD6,음식점,"음식점 > 한식 > 해물,생선",260,7937472,02-735-0670,서린낙지,http://place.map.kakao.com/7937472,서울 종로구 종로 19,126.98014084529711,37.57059603004882
서울 성북구 성북동 131-85,FD6,음식점,"음식점 > 일식 > 돈까스,우동",208,7937741,02-766-9370,서울왕돈까스 성북동본점,http://place.map.kakao.com/7937741,서울 성북구 창경궁로35다길 140,126.999279861329,37.5924377844161
서울 은평구 녹번동 181,FD6,음식점,음식점 > 한식 > 감자탕,457,7945775,02-356-4555,서부감자국,http://place.map.kakao.com/7945775,서울 은평구 서오릉로 8,126.92694839825,37.6022756264112
경기 부천시 상동 411-1,FD6,음식점,음식점 > 한식,420,7955033,032-326-0770,송화정,http://place.map.kakao.com/7955033,경기 부천시 상일로94번길 35,126.752868945695,37.4900167478192
서울 동작구 노량진동 13-13,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",75,7962874,02-2254-7919,수산회관,http://place.map.kakao.com/7962874,서울 동작구 노들로 674,126.937973914384,37.5148239558602
서울 마포구 노고산동 106-8,FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",314,7974203,02-707-3886,신촌서서갈비,http://place.map.kakao.com/7974203,서울 마포구 서강로20길 10,126.93628912583,37.5540418182375
서울 마포구 서교동 343-11,FD6,음식점,음식점 > 양식 > 이탈리안,92,7987817,02-324-0978,알라또레,http://place.map.kakao.com/7987817,서울 마포구 와우산로23길 8,126.92476000130912,37.55351245576688
서울 종로구 신문로2가 1-161,FD6,음식점,"음식점 > 한식 > 해물,생선",316,7988820,02-720-5670,안성또순이,http://place.map.kakao.com/7988820,서울 종로구 경희궁길 18,126.971632602549,37.5716790904585
서울 중구 신당동 302-4,FD6,음식점,음식점 > 분식,175,7992623,02-2232-7872,아이러브신당동,http://place.map.kakao.com/7992623,서울 중구 퇴계로76길 50,127.01483289282568,37.56313652258618
서울 종로구 인사동 193-5,FD6,음식점,음식점 > 한식 > 한정식,441,7997827,02-733-5507,양반댁,http://place.map.kakao.com/7997827,서울 종로구 인사동길 19-18,126.98588637389,37.5722618958552
서울 노원구 중계동 509-2,FD6,음식점,음식점 > 패밀리레스토랑 > 애슐리,210,7998251,02-948-2818,애슐리클래식 중계홈플러스점,http://place.map.kakao.com/7998251,서울 노원구 동일로204가길 12,127.068755683633,37.6397917203592
서울 종로구 돈의동 131-1,FD6,음식점,음식점 > 한식,211,8005800,02-765-4237,영춘옥,http://place.map.kakao.com/8005800,서울 종로구 돈화문로5가길 13,126.991537361788,37.5713434211486
서울 노원구 상계동 711-13,FD6,음식점,음식점 > 한식 > 국수,111,8015984,02-939-6169,옛날칼국수,http://place.map.kakao.com/8015984,서울 노원구 동일로 1417,127.05983066877496,37.65497815506741
서울 용산구 용문동 18-4,FD6,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",327,8025459,02-715-7075,원조영양족발,http://place.map.kakao.com/8025459,서울 용산구 새창로 123,126.961205004457,37.5363750301252
서울 종로구 돈의동 49-1,FD6,음식점,음식점 > 한식 > 국수,109,8034231,02-3482-1991,종로할머니칼국수 종로본점,http://place.map.kakao.com/8034231,서울 종로구 돈화문로11다길 14-2,126.99078543354088,37.57283901671218
서울 종로구 낙원동 221,FD6,음식점,음식점 > 한식,125,8041476,02-764-2835,유진식당,http://place.map.kakao.com/8041476,서울 종로구 종로17길 40,126.988322446293,37.5720423191573
서울 종로구 당주동 16-1,FD6,음식점,음식점 > 샤브샤브,354,8051186,02-733-4949,일품당 광화문점,http://place.map.kakao.com/8051186,서울 종로구 세종대로23길 25,126.975055757659,37.5715284961927
서울 용산구 남영동 85-1,FD6,음식점,음식점 > 일식 > 참치회,167,8051240,02-794-4558,이춘복참치 본점,http://place.map.kakao.com/8051240,서울 용산구 한강대로 266-2,126.973065002376,37.5421411273409
